rho_level,rho,cut_height,var,group_size,group_members
0,0.1815052009,0.8184947991,14,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,15,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,16,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,17,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,18,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,19,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,20,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,21,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,22,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,23,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
0,0.1815052009,0.8184947991,24,25,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
1,0.2032492382,0.7967507618,0,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,1,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,2,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,3,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,4,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,5,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,6,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,7,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,8,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,9,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,10,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,11,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,12,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,13,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,14,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,15,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,16,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,17,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,18,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,19,10,5|6|7|8|9|15|16|17|18|19
1,0.2032492382,0.7967507618,20,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,21,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,22,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,23,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
1,0.2032492382,0.7967507618,24,15,0|1|2|3|4|10|11|12|13|14|20|21|22|23|24
2,0.2203183707,0.7796816293,0,5,0|1|2|3|4
2,0.2203183707,0.7796816293,1,5,0|1|2|3|4
2,0.2203183707,0.7796816293,2,5,0|1|2|3|4
2,0.2203183707,0.7796816293,3,5,0|1|2|3|4
2,0.2203183707,0.7796816293,4,5,0|1|2|3|4
2,0.2203183707,0.7796816293,5,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,6,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,7,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,8,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,9,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,10,5,10|11|12|13|14
2,0.2203183707,0.7796816293,11,5,10|11|12|13|14
2,0.2203183707,0.7796816293,12,5,10|11|12|13|14
2,0.2203183707,0.7796816293,13,5,10|11|12|13|14
2,0.2203183707,0.7796816293,14,5,10|11|12|13|14
2,0.2203183707,0.7796816293,15,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,16,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,17,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,18,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,19,10,5|6|7|8|9|15|16|17|18|19
2,0.2203183707,0.7796816293,20,5,20|21|22|23|24
2,0.2203183707,0.7796816293,21,5,20|21|22|23|24
2,0.2203183707,0.7796816293,22,5,20|21|22|23|24
2,0.2203183707,0.7796816293,23,5,20|21|22|23|24
2,0.2203183707,0.7796816293,24,5,20|21|22|23|24
3,0.6109892012,0.3890107988,0,5,0|1|2|3|4
3,0.6109892012,0.3890107988,1,5,0|1|2|3|4
3,0.6109892012,0.3890107988,2,5,0|1|2|3|4
3,0.6109892012,0.3890107988,3,5,0|1|2|3|4
3,0.6109892012,0.3890107988,4,5,0|1|2|3|4
3,0.6109892012,0.3890107988,5,5,5|6|7|8|9
3,0.6109892012,0.3890107988,6,5,5|6|7|8|9
3,0.6109892012,0.3890107988,7,5,5|6|7|8|9
3,0.6109892012,0.3890107988,8,5,5|6|7|8|9
3,0.6109892012,0.3890107988,9,5,5|6|7|8|9
3,0.6109892012,0.3890107988,10,5,10|11|12|13|14
3,0.6109892012,0.3890107988,11,5,10|11|12|13|14
3,0.6109892012,0.3890107988,12,5,10|11|12|13|14
3,0.6109892012,0.3890107988,13,5,10|11|12|13|14
3,0.6109892012,0.3890107988,14,5,10|11|12|13|14
3,0.6109892012,0.3890107988,15,5,15|16|17|18|19
3,0.6109892012,0.3890107988,16,5,15|16|17|18|19
3,0.6109892012,0.3890107988,17,5,15|16|17|18|19
3,0.6109892012,0.3890107988,18,5,15|16|17|18|19
3,0.6109892012,0.3890107988,19,5,15|16|17|18|19
3,0.6109892012,0.3890107988,20,5,20|21|22|23|24
3,0.6109892012,0.3890107988,21,5,20|21|22|23|24
3,0.6109892012,0.3890107988,22,5,20|21|22|23|24
3,0.6109892012,0.3890107988,23,5,20|21|22|23|24
3,0.6109892012,0.3890107988,24,5,20|21|22|23|24
4,0.6293389063,0.3706610937,0,3,0|1|2
4,0.6293389063,0.3706610937,1,3,0|1|2
4,0.6293389063,0.3706610937,2,3,0|1|2
4,0.6293389063,0.3706610937,3,2,3|4
4,0.6293389063,0.3706610937,4,2,3|4
4,0.6293389063,0.3706610937,5,5,5|6|7|8|9
4,0.6293389063,0.3706610937,6,5,5|6|7|8|9
4,0.6293389063,0.3706610937,7,5,5|6|7|8|9
4,0.6293389063,0.3706610937,8,5,5|6|7|8|9
4,0.6293389063,0.3706610937,9,5,5|6|7|8|9
4,0.6293389063,0.3706610937,10,5,10|11|12|13|14
4,0.6293389063,0.3706610937,11,5,10|11|12|13|14
4,0.6293389063,0.3706610937,12,5,10|11|12|13|14
4,0.6293389063,0.3706610937,13,5,10|11|12|13|14
4,0.6293389063,0.3706610937,14,5,10|11|12|13|14
4,0.6293389063,0.3706610937,15,5,15|16|17|18|19
4,0.6293389063,0.3706610937,16,5,15|16|17|18|19
4,0.6293389063,0.3706610937,17,5,15|16|17|18|19
4,0.6293389063,0.3706610937,18,5,15|16|17|18|19
4,0.6293389063,0.3706610937,19,5,15|16|17|18|19
4,0.6293389063,0.3706610937,20,5,20|21|22|23|24
4,0.6293389063,0.3706610937,21,5,20|21|22|23|24
4,0.6293389063,0.3706610937,22,5,20|21|22|23|24
4,0.6293389063,0.3706610937,23,5,20|21|22|23|24
4,0.6293389063,0.3706610937,24,5,20|21|22|23|24
5,0.6342159128,0.3657840872,0,3,0|1|2
5,0.6342159128,0.3657840872,1,3,0|1|2
5,0.6342159128,0.3657840872,2,3,0|1|2
5,0.6342159128,0.3657840872,3,2,3|4
5,0.6342159128,0.3657840872,4,2,3|4
5,0.6342159128,0.3657840872,5,5,5|6|7|8|9
5,0.6342159128,0.3657840872,6,5,5|6|7|8|9
5,0.6342159128,0.3657840872,7,5,5|6|7|8|9
5,0.6342159128,0.3657840872,8,5,5|6|7|8|9
5,0.6342159128,0.3657840872,9,5,5|6|7|8|9
5,0.6342159128,0.3657840872,10,4,10|11|12|13
5,0.6342159128,0.3657840872,11,4,10|11|12|13
5,0.6342159128,0.3657840872,12,4,10|11|12|13
5,0.6342159128,0.3657840872,13,4,10|11|12|13
5,0.6342159128,0.3657840872,14,1,14
5,0.6342159128,0.3657840872,15,5,15|16|17|18|19
5,0.6342159128,0.3657840872,16,5,15|16|17|18|19
5,0.6342159128,0.3657840872,17,5,15|16|17|18|19
5,0.6342159128,0.3657840872,18,5,15|16|17|18|19
5,0.6342159128,0.3657840872,19,5,15|16|17|18|19
5,0.6342159128,0.3657840872,20,5,20|21|22|23|24
5,0.6342159128,0.3657840872,21,5,20|21|22|23|24
5,0.6342159128,0.3657840872,22,5,20|21|22|23|24
5,0.6342159128,0.3657840872,23,5,20|21|22|23|24
5,0.6342159128,0.3657840872,24,5,20|21|22|23|24
6,0.6625257569,0.3374742431,0,1,0
6,0.6625257569,0.3374742431,1,2,1|2
6,0.6625257569,0.3374742431,2,2,1|2
6,0.6625257569,0.3374742431,3,2,3|4
6,0.6625257569,0.3374742431,4,2,3|4
6,0.6625257569,0.3374742431,5,3,5|6|7
6,0.6625257569,0.3374742431,6,3,5|6|7
6,0.6625257569,0.3374742431,7,3,5|6|7
6,0.6625257569,0.3374742431,8,2,8|9
6,0.6625257569,0.3374742431,9,2,8|9
6,0.6625257569,0.3374742431,10,4,10|11|12|13
6,0.6625257569,0.3374742431,11,4,10|11|12|13
6,0.6625257569,0.3374742431,12,4,10|11|12|13
6,0.6625257569,0.3374742431,13,4,10|11|12|13
6,0.6625257569,0.3374742431,14,1,14
6,0.6625257569,0.3374742431,15,5,15|16|17|18|19
6,0.6625257569,0.3374742431,16,5,15|16|17|18|19
6,0.6625257569,0.3374742431,17,5,15|16|17|18|19
6,0.6625257569,0.3374742431,18,5,15|16|17|18|19
6,0.6625257569,0.3374742431,19,5,15|16|17|18|19
6,0.6625257569,0.3374742431,20,5,20|21|22|23|24
6,0.6625257569,0.3374742431,21,5,20|21|22|23|24
6,0.6625257569,0.3374742431,22,5,20|21|22|23|24
6,0.6625257569,0.3374742431,23,5,20|21|22|23|24
6,0.6625257569,0.3374742431,24,5,20|21|22|23|24
7,0.666142765,0.333857235,0,1,0
7,0.666142765,0.333857235,1,2,1|2
7,0.666142765,0.333857235,2,2,1|2
7,0.666142765,0.333857235,3,2,3|4
7,0.666142765,0.333857235,4,2,3|4
7,0.666142765,0.333857235,5,3,5|6|7
7,0.666142765,0.333857235,6,3,5|6|7
7,0.666142765,0.333857235,7,3,5|6|7
7,0.666142765,0.333857235,8,2,8|9
7,0.666142765,0.333857235,9,2,8|9
7,0.666142765,0.333857235,10,4,10|11|12|13
7,0.666142765,0.333857235,11,4,10|11|12|13
7,0.666142765,0.333857235,12,4,10|11|12|13
7,0.666142765,0.333857235,13,4,10|11|12|13
7,0.666142765,0.333857235,14,1,14
7,0.666142765,0.333857235,15,4,15|16|17|18
7,0.666142765,0.333857235,16,4,15|16|17|18
7,0.666142765,0.333857235,17,4,15|16|17|18
7,0.666142765,0.333857235,18,4,15|16|17|18
7,0.666142765,0.333857235,19,1,19
7,0.666142765,0.333857235,20,5,20|21|22|23|24
7,0.666142765,0.333857235,21,5,20|21|22|23|24
7,0.666142765,0.333857235,22,5,20|21|22|23|24
7,0.666142765,0.333857235,23,5,20|21|22|23|24
7,0.666142765,0.333857235,24,5,20|21|22|23|24
8,0.6805780143,0.3194219857,0,1,0
8,0.6805780143,0.3194219857,1,2,1|2
8,0.6805780143,0.3194219857,2,2,1|2
8,0.6805780143,0.3194219857,3,1,3
8,0.6805780143,0.3194219857,4,1,4
8,0.6805780143,0.3194219857,5,3,5|6|7
8,0.6805780143,0.3194219857,6,3,5|6|7
8,0.6805780143,0.3194219857,7,3,5|6|7
8,0.6805780143,0.3194219857,8,2,8|9
8,0.6805780143,0.3194219857,9,2,8|9
8,0.6805780143,0.3194219857,10,4,10|11|12|13
8,0.6805780143,0.3194219857,11,4,10|11|12|13
8,0.6805780143,0.3194219857,12,4,10|11|12|13
8,0.6805780143,0.3194219857,13,4,10|11|12|13
8,0.6805780143,0.3194219857,14,1,14
8,0.6805780143,0.3194219857,15,4,15|16|17|18
8,0.6805780143,0.3194219857,16,4,15|16|17|18
8,0.6805780143,0.3194219857,17,4,15|16|17|18
8,0.6805780143,0.3194219857,18,4,15|16|17|18
8,0.6805780143,0.3194219857,19,1,19
8,0.6805780143,0.3194219857,20,5,20|21|22|23|24
8,0.6805780143,0.3194219857,21,5,20|21|22|23|24
8,0.6805780143,0.3194219857,22,5,20|21|22|23|24
8,0.6805780143,0.3194219857,23,5,20|21|22|23|24
8,0.6805780143,0.3194219857,24,5,20|21|22|23|24
9,0.6845048761,0.3154951239,0,1,0
9,0.6845048761,0.3154951239,1,2,1|2
9,0.6845048761,0.3154951239,2,2,1|2
9,0.6845048761,0.3154951239,3,1,3
9,0.6845048761,0.3154951239,4,1,4
9,0.6845048761,0.3154951239,5,3,5|6|7
9,0.6845048761,0.3154951239,6,3,5|6|7
9,0.6845048761,0.3154951239,7,3,5|6|7
9,0.6845048761,0.3154951239,8,2,8|9
9,0.6845048761,0.3154951239,9,2,8|9
9,0.6845048761,0.3154951239,10,4,10|11|12|13
9,0.6845048761,0.3154951239,11,4,10|11|12|13
9,0.6845048761,0.3154951239,12,4,10|11|12|13
9,0.6845048761,0.3154951239,13,4,10|11|12|13
9,0.6845048761,0.3154951239,14,1,14
9,0.6845048761,0.3154951239,15,4,15|16|17|18
9,0.6845048761,0.3154951239,16,4,15|16|17|18
9,0.6845048761,0.3154951239,17,4,15|16|17|18
9,0.6845048761,0.3154951239,18,4,15|16|17|18
9,0.6845048761,0.3154951239,19,1,19
9,0.6845048761,0.3154951239,20,3,20|21|22
9,0.6845048761,0.3154951239,21,3,20|21|22
9,0.6845048761,0.3154951239,22,3,20|21|22
9,0.6845048761,0.3154951239,23,2,23|24
9,0.6845048761,0.3154951239,24,2,23|24
10,0.7018040578,0.2981959422,0,1,0
10,0.7018040578,0.2981959422,1,1,1
10,0.7018040578,0.2981959422,2,1,2
10,0.7018040578,0.2981959422,3,1,3
10,0.7018040578,0.2981959422,4,1,4
10,0.7018040578,0.2981959422,5,3,5|6|7
10,0.7018040578,0.2981959422,6,3,5|6|7
10,0.7018040578,0.2981959422,7,3,5|6|7
10,0.7018040578,0.2981959422,8,2,8|9
10,0.7018040578,0.2981959422,9,2,8|9
10,0.7018040578,0.2981959422,10,4,10|11|12|13
10,0.7018040578,0.2981959422,11,4,10|11|12|13
10,0.7018040578,0.2981959422,12,4,10|11|12|13
10,0.7018040578,0.2981959422,13,4,10|11|12|13
10,0.7018040578,0.2981959422,14,1,14
10,0.7018040578,0.2981959422,15,2,15|16
10,0.7018040578,0.2981959422,16,2,15|16
10,0.7018040578,0.2981959422,17,2,17|18
10,0.7018040578,0.2981959422,18,2,17|18
10,0.7018040578,0.2981959422,19,1,19
10,0.7018040578,0.2981959422,20,3,20|21|22
10,0.7018040578,0.2981959422,21,3,20|21|22
10,0.7018040578,0.2981959422,22,3,20|21|22
10,0.7018040578,0.2981959422,23,2,23|24
10,0.7018040578,0.2981959422,24,2,23|24
11,0.7084977285,0.2915022715,0,1,0
11,0.7084977285,0.2915022715,1,1,1
11,0.7084977285,0.2915022715,2,1,2
11,0.7084977285,0.2915022715,3,1,3
11,0.7084977285,0.2915022715,4,1,4
11,0.7084977285,0.2915022715,5,3,5|6|7
11,0.7084977285,0.2915022715,6,3,5|6|7
11,0.7084977285,0.2915022715,7,3,5|6|7
11,0.7084977285,0.2915022715,8,2,8|9
11,0.7084977285,0.2915022715,9,2,8|9
11,0.7084977285,0.2915022715,10,1,10
11,0.7084977285,0.2915022715,11,3,11|12|13
11,0.7084977285,0.2915022715,12,3,11|12|13
11,0.7084977285,0.2915022715,13,3,11|12|13
11,0.7084977285,0.2915022715,14,1,14
11,0.7084977285,0.2915022715,15,2,15|16
11,0.7084977285,0.2915022715,16,2,15|16
11,0.7084977285,0.2915022715,17,2,17|18
11,0.7084977285,0.2915022715,18,2,17|18
11,0.7084977285,0.2915022715,19,1,19
11,0.7084977285,0.2915022715,20,3,20|21|22
11,0.7084977285,0.2915022715,21,3,20|21|22
11,0.7084977285,0.2915022715,22,3,20|21|22
11,0.7084977285,0.2915022715,23,2,23|24
11,0.7084977285,0.2915022715,24,2,23|24
12,0.7156754347,0.2843245653,0,1,0
12,0.7156754347,0.2843245653,1,1,1
12,0.7156754347,0.2843245653,2,1,2
12,0.7156754347,0.2843245653,3,1,3
12,0.7156754347,0.2843245653,4,1,4
12,0.7156754347,0.2843245653,5,3,5|6|7
12,0.7156754347,0.2843245653,6,3,5|6|7
12,0.7156754347,0.2843245653,7,3,5|6|7
12,0.7156754347,0.2843245653,8,2,8|9
12,0.7156754347,0.2843245653,9,2,8|9
12,0.7156754347,0.2843245653,10,1,10
12,0.7156754347,0.2843245653,11,3,11|12|13
12,0.7156754347,0.2843245653,12,3,11|12|13
12,0.7156754347,0.2843245653,13,3,11|12|13
12,0.7156754347,0.2843245653,14,1,14
12,0.7156754347,0.2843245653,15,1,15
12,0.7156754347,0.2843245653,16,1,16
12,0.7156754347,0.2843245653,17,2,17|18
12,0.7156754347,0.2843245653,18,2,17|18
12,0.7156754347,0.2843245653,19,1,19
12,0.7156754347,0.2843245653,20,3,20|21|22
12,0.7156754347,0.2843245653,21,3,20|21|22
12,0.7156754347,0.2843245653,22,3,20|21|22
12,0.7156754347,0.2843245653,23,2,23|24
12,0.7156754347,0.2843245653,24,2,23|24
13,0.7157373195,0.2842626805,0,1,0
13,0.7157373195,0.2842626805,1,1,1
13,0.7157373195,0.2842626805,2,1,2
13,0.7157373195,0.2842626805,3,1,3
13,0.7157373195,0.2842626805,4,1,4
13,0.7157373195,0.2842626805,5,3,5|6|7
13,0.7157373195,0.2842626805,6,3,5|6|7
13,0.7157373195,0.2842626805,7,3,5|6|7
13,0.7157373195,0.2842626805,8,2,8|9
13,0.7157373195,0.2842626805,9,2,8|9
13,0.7157373195,0.2842626805,10,1,10
13,0.7157373195,0.2842626805,11,3,11|12|13
13,0.7157373195,0.2842626805,12,3,11|12|13
13,0.7157373195,0.2842626805,13,3,11|12|13
13,0.7157373195,0.2842626805,14,1,14
13,0.7157373195,0.2842626805,15,1,15
13,0.7157373195,0.2842626805,16,1,16
13,0.7157373195,0.2842626805,17,1,17
13,0.7157373195,0.2842626805,18,1,18
13,0.7157373195,0.2842626805,19,1,19
13,0.7157373195,0.2842626805,20,3,20|21|22
13,0.7157373195,0.2842626805,21,3,20|21|22
13,0.7157373195,0.2842626805,22,3,20|21|22
13,0.7157373195,0.2842626805,23,2,23|24
13,0.7157373195,0.2842626805,24,2,23|24
14,0.723207728,0.276792272,0,1,0
14,0.723207728,0.276792272,1,1,1
14,0.723207728,0.276792272,2,1,2
14,0.723207728,0.276792272,3,1,3
14,0.723207728,0.276792272,4,1,4
14,0.723207728,0.276792272,5,3,5|6|7
14,0.723207728,0.276792272,6,3,5|6|7
14,0.723207728,0.276792272,7,3,5|6|7
14,0.723207728,0.276792272,8,2,8|9
14,0.723207728,0.276792272,9,2,8|9
14,0.723207728,0.276792272,10,1,10
14,0.723207728,0.276792272,11,1,11
14,0.723207728,0.276792272,12,2,12|13
14,0.723207728,0.276792272,13,2,12|13
14,0.723207728,0.276792272,14,1,14
14,0.723207728,0.276792272,15,1,15
14,0.723207728,0.276792272,16,1,16
14,0.723207728,0.276792272,17,1,17
14,0.723207728,0.276792272,18,1,18
14,0.723207728,0.276792272,19,1,19
14,0.723207728,0.276792272,20,3,20|21|22
14,0.723207728,0.276792272,21,3,20|21|22
14,0.723207728,0.276792272,22,3,20|21|22
14,0.723207728,0.276792272,23,1,23
14,0.723207728,0.276792272,24,1,24
15,0.732961611,0.267038389,0,1,0
15,0.732961611,0.267038389,1,1,1
15,0.732961611,0.267038389,2,1,2
15,0.732961611,0.267038389,3,1,3
15,0.732961611,0.267038389,4,1,4
15,0.732961611,0.267038389,5,3,5|6|7
15,0.732961611,0.267038389,6,3,5|6|7
15,0.732961611,0.267038389,7,3,5|6|7
15,0.732961611,0.267038389,8,2,8|9
15,0.732961611,0.267038389,9,2,8|9
15,0.732961611,0.267038389,10,1,10
15,0.732961611,0.267038389,11,1,11
15,0.732961611,0.267038389,12,1,12
15,0.732961611,0.267038389,13,1,13
15,0.732961611,0.267038389,14,1,14
15,0.732961611,0.267038389,15,1,15
15,0.732961611,0.267038389,16,1,16
15,0.732961611,0.267038389,17,1,17
15,0.732961611,0.267038389,18,1,18
15,0.732961611,0.267038389,19,1,19
15,0.732961611,0.267038389,20,3,20|21|22
15,0.732961611,0.267038389,21,3,20|21|22
15,0.732961611,0.267038389,22,3,20|21|22
15,0.732961611,0.267038389,23,1,23
15,0.732961611,0.267038389,24,1,24
16,0.752770267,0.247229733,0,1,0
16,0.752770267,0.247229733,1,1,1
16,0.752770267,0.247229733,2,1,2
16,0.752770267,0.247229733,3,1,3
16,0.752770267,0.247229733,4,1,4
16,0.752770267,0.247229733,5,3,5|6|7
16,0.752770267,0.247229733,6,3,5|6|7
16,0.752770267,0.247229733,7,3,5|6|7
16,0.752770267,0.247229733,8,2,8|9
16,0.752770267,0.247229733,9,2,8|9
16,0.752770267,0.247229733,10,1,10
16,0.752770267,0.247229733,11,1,11
16,0.752770267,0.247229733,12,1,12
16,0.752770267,0.247229733,13,1,13
16,0.752770267,0.247229733,14,1,14
16,0.752770267,0.247229733,15,1,15
16,0.752770267,0.247229733,16,1,16
16,0.752770267,0.247229733,17,1,17
16,0.752770267,0.247229733,18,1,18
16,0.752770267,0.247229733,19,1,19
16,0.752770267,0.247229733,20,1,20
16,0.752770267,0.247229733,21,2,21|22
16,0.752770267,0.247229733,22,2,21|22
16,0.752770267,0.247229733,23,1,23
16,0.752770267,0.247229733,24,1,24
17,0.7550726679,0.2449273321,0,1,0
17,0.7550726679,0.2449273321,1,1,1
17,0.7550726679,0.2449273321,2,1,2
17,0.7550726679,0.2449273321,3,1,3
17,0.7550726679,0.2449273321,4,1,4
17,0.7550726679,0.2449273321,5,2,5|6
17,0.7550726679,0.2449273321,6,2,5|6
17,0.7550726679,0.2449273321,7,1,7
17,0.7550726679,0.2449273321,8,2,8|9
17,0.7550726679,0.2449273321,9,2,8|9
17,0.7550726679,0.2449273321,10,1,10
17,0.7550726679,0.2449273321,11,1,11
17,0.7550726679,0.2449273321,12,1,12
17,0.7550726679,0.2449273321,13,1,13
17,0.7550726679,0.2449273321,14,1,14
17,0.7550726679,0.2449273321,15,1,15
17,0.7550726679,0.2449273321,16,1,16
17,0.7550726679,0.2449273321,17,1,17
17,0.7550726679,0.2449273321,18,1,18
17,0.7550726679,0.2449273321,19,1,19
17,0.7550726679,0.2449273321,20,1,20
17,0.7550726679,0.2449273321,21,2,21|22
17,0.7550726679,0.2449273321,22,2,21|22
17,0.7550726679,0.2449273321,23,1,23
17,0.7550726679,0.2449273321,24,1,24
18,0.7694503632,0.2305496368,0,1,0
18,0.7694503632,0.2305496368,1,1,1
18,0.7694503632,0.2305496368,2,1,2
18,0.7694503632,0.2305496368,3,1,3
18,0.7694503632,0.2305496368,4,1,4
18,0.7694503632,0.2305496368,5,2,5|6
18,0.7694503632,0.2305496368,6,2,5|6
18,0.7694503632,0.2305496368,7,1,7
18,0.7694503632,0.2305496368,8,1,8
18,0.7694503632,0.2305496368,9,1,9
18,0.7694503632,0.2305496368,10,1,10
18,0.7694503632,0.2305496368,11,1,11
18,0.7694503632,0.2305496368,12,1,12
18,0.7694503632,0.2305496368,13,1,13
18,0.7694503632,0.2305496368,14,1,14
18,0.7694503632,0.2305496368,15,1,15
18,0.7694503632,0.2305496368,16,1,16
18,0.7694503632,0.2305496368,17,1,17
18,0.7694503632,0.2305496368,18,1,18
18,0.7694503632,0.2305496368,19,1,19
18,0.7694503632,0.2305496368,20,1,20
18,0.7694503632,0.2305496368,21,1,21
18,0.7694503632,0.2305496368,22,1,22
18,0.7694503632,0.2305496368,23,1,23
18,0.7694503632,0.2305496368,24,1,24
19,1,0,0,1,0
19,1,0,1,1,1
19,1,0,2,1,2
19,1,0,3,1,3
19,1,0,4,1,4
19,1,0,5,1,5
19,1,0,6,1,6
19,1,0,7,1,7
19,1,0,8,1,8
19,1,0,9,1,9
19,1,0,10,1,10
19,1,0,11,1,11
19,1,0,12,1,12
19,1,0,13,1,13
19,1,0,14,1,14
19,1,0,15,1,15
19,1,0,16,1,16
19,1,0,17,1,17
19,1,0,18,1,18
19,1,0,19,1,19
19,1,0,20,1,20
19,1,0,21,1,21
19,1,0,22,1,22
19,1,0,23,1,23
19,1,0,24,1,24
